ResponseId,RespondentID,StartDate,Finished,DistributionChannel,SessionID
SYNTH_003696,84e59572,2024-10-09 00:00:00,1,gl,59b40484
SYNTH_003697,a7be69e8,2024-06-17 00:00:00,1,gl,393dcf55
SYNTH_003698,44776141,2024-03-22 00:00:00,1,gl,8351fe5c
SYNTH_003699,a9fb531c,2024-07-25 00:00:00,0,gl,c5f4a092
SYNTH_003700,a57d897b,2024-03-15 00:00:00,1,gl,a67ff2e9
SYNTH_003701,891bb3c5,2024-11-09 00:00:00,1,gl,42562f26
SYNTH_003702,84c24354,2024-10-30 00:00:00,0,anonymous,96811127
SYNTH_003703,219821f3,2024-04-18 00:00:00,0,anonymous,620a6570
SYNTH_003704,320ce6a9,2024-03-02 00:00:00,0,gl,026a2e76
SYNTH_003705,9c1f0691,2024-08-25 00:00:00,1,gl,b6476241
SYNTH_003706,cbeb911b,2024-06-19 00:00:00,1,anonymous,0c8734d7
SYNTH_003707,3783b40f,2024-12-30 00:00:00,1,gl,c568c545
SYNTH_003708,736cb7ff,2024-11-21 00:00:00,0,anonymous,1c7e6000
SYNTH_003709,e05f13b2,2024-11-11 00:00:00,1,anonymous,bbfe63c8
SYNTH_003710,a28e2adf,2024-09-05 00:00:00,1,gl,5ce7912c
SYNTH_003711,2de4e53e,2024-06-07 00:00:00,1,gl,09fde4e5
SYNTH_003712,36c3f208,2024-11-23 00:00:00,1,anonymous,8ce27b52
SYNTH_003713,5a8f0cf5,2024-01-09 00:00:00,1,anonymous,41c263f6
SYNTH_003714,72c92c08,2024-12-10 00:00:00,1,gl,ccf778a1
SYNTH_003715,636369f2,2024-09-14 00:00:00,1,gl,b62d71b5
SYNTH_003716,0c8fb318,2024-10-16 00:00:00,0,anonymous,d9d6550b
SYNTH_003717,cfb871bc,2024-04-25 00:00:00,1,anonymous,2d20e93d
SYNTH_003718,4c2d6a5d,2024-07-31 00:00:00,0,gl,cb79ff85
SYNTH_003719,c3c5a69f,2024-07-02 00:00:00,1,anonymous,8b4e362e
SYNTH_003720,5a8788af,2024-08-15 00:00:00,1,gl,1e3f5a5b
SYNTH_003721,1b70e284,2024-07-24 00:00:00,1,anonymous,3ec482ac
SYNTH_003722,475f4030,2024-08-14 00:00:00,1,anonymous,a8276fb9
SYNTH_003723,4e943ed9,2024-08-08 00:00:00,1,gl,48d5d92c
SYNTH_003724,1d9e4fef,2024-10-22 00:00:00,1,anonymous,92d7121f
SYNTH_003725,52aed4dd,2024-01-19 00:00:00,0,anonymous,3b823094
SYNTH_003726,c1102d16,2024-10-16 00:00:00,1,anonymous,171afdd7
SYNTH_003727,bd2a8b26,2024-12-10 00:00:00,1,gl,4f28252f
SYNTH_003728,e5820ff8,2024-11-23 00:00:00,1,anonymous,ce8bae6b
SYNTH_003729,ea16e5aa,2024-09-11 00:00:00,1,anonymous,e3de5a13
SYNTH_003730,7ac6717c,2024-10-21 00:00:00,1,anonymous,182087c5
SYNTH_003731,e87b501b,2024-06-05 00:00:00,1,gl,d18c5712
SYNTH_003732,f7d20782,2024-04-07 00:00:00,1,anonymous,6edbea1d
SYNTH_003733,0ab04048,2024-04-27 00:00:00,0,gl,bc0f383a
SYNTH_003734,256bff43,2024-10-05 00:00:00,1,gl,d1f0de4c
SYNTH_003735,39af83ab,2024-11-25 00:00:00,0,gl,5bbbcff6
SYNTH_003736,c60cb429,2024-10-16 00:00:00,1,anonymous,a47d1624
SYNTH_003737,88accd41,2024-08-15 00:00:00,1,gl,32234a7e
SYNTH_003738,f66bc4d5,2024-08-20 00:00:00,0,anonymous,e9b648f8
SYNTH_003739,376175f8,2024-07-07 00:00:00,1,anonymous,b32c6dfe
SYNTH_003740,eaff4f21,2024-08-24 00:00:00,0,anonymous,3a0293a1
SYNTH_003741,09338d28,2024-10-02 00:00:00,1,gl,88e890fc
SYNTH_003742,63023220,2024-05-20 00:00:00,0,gl,83a91f91
SYNTH_003743,cad42616,2024-10-13 00:00:00,1,anonymous,b422aa60
SYNTH_003744,fa9898ad,2024-06-26 00:00:00,1,gl,629712a4
SYNTH_003745,66f3dd0d,2024-09-12 00:00:00,1,anonymous,6873a633
SYNTH_003746,e700a48c,2024-12-05 00:00:00,1,gl,fca99c73
SYNTH_003747,6eb1f7c3,2024-06-09 00:00:00,1,gl,e0372cce
SYNTH_003748,bd5b91f6,2024-08-10 00:00:00,1,anonymous,9a2e4ca9
SYNTH_003749,31a9205b,2024-09-13 00:00:00,1,gl,2e72eb55
SYNTH_003750,235f7875,2024-11-07 00:00:00,1,anonymous,d36a32ff
SYNTH_003751,81c06134,2024-06-18 00:00:00,0,gl,771721bf
SYNTH_003752,d531ed29,2024-04-18 00:00:00,0,anonymous,0e9904bc
SYNTH_003753,d7999b4d,2024-07-13 00:00:00,1,gl,61be10f2
SYNTH_003754,f70f2a28,2024-03-26 00:00:00,1,gl,b0474e0e
SYNTH_003755,e7b5d90d,2024-10-12 00:00:00,1,anonymous,5bfe1fbf
SYNTH_003756,421ec3ce,2024-09-04 00:00:00,0,gl,d7664903
SYNTH_003757,1804cc98,2024-06-15 00:00:00,1,gl,2afeedaa
SYNTH_003758,a8a9b03a,2024-07-07 00:00:00,1,gl,5ce6a910
SYNTH_003759,1cbe34c7,2024-04-02 00:00:00,1,anonymous,62c78590
SYNTH_003760,10dd75b2,2024-09-12 00:00:00,1,gl,c00c5a0e
SYNTH_003761,283fcb26,2024-08-20 00:00:00,1,gl,9122dfe8
SYNTH_003762,b2e8236b,2024-09-03 00:00:00,1,anonymous,c9592546
SYNTH_003763,a9c7ea7f,2024-02-25 00:00:00,1,anonymous,050fa181
SYNTH_003764,9c3fdda8,2024-12-21 00:00:00,1,anonymous,72f405a5
SYNTH_003765,db7240ca,2024-06-29 00:00:00,1,anonymous,4917d313
SYNTH_003766,a90c7f42,2024-09-18 00:00:00,1,gl,d2e63621
SYNTH_003767,6f4c72b3,2024-03-29 00:00:00,1,gl,237cdd2a
SYNTH_003768,c8ac3d85,2024-11-13 00:00:00,0,gl,1362dbce
SYNTH_003769,66a73fe8,2024-11-06 00:00:00,1,anonymous,129aea1a
SYNTH_003770,b9089794,2024-02-08 00:00:00,1,gl,5e287488
SYNTH_003771,b07dffa6,2024-01-12 00:00:00,1,gl,c6799ff1
SYNTH_003772,13b9f769,2024-05-24 00:00:00,1,gl,82355c62
SYNTH_003773,441305f4,2024-01-03 00:00:00,1,anonymous,cd42abc3
SYNTH_003774,de3bcce6,2024-07-01 00:00:00,1,gl,8afa8fc4
SYNTH_003775,98da9987,2024-12-21 00:00:00,0,anonymous,0116f817
SYNTH_003776,4800a79d,2024-12-02 00:00:00,1,gl,1619cfb2
SYNTH_003777,a16e6a28,2024-10-15 00:00:00,1,anonymous,7f2b5cdc
SYNTH_003778,c2bf4686,2024-04-30 00:00:00,1,gl,0fdca21f
SYNTH_003779,4a5ae40f,2024-06-08 00:00:00,0,anonymous,1d7983f2
SYNTH_003780,babb303a,2024-09-08 00:00:00,1,anonymous,c2ab55ce
SYNTH_003781,31a1c0f2,2024-03-24 00:00:00,0,anonymous,d1d4b76c
SYNTH_003782,e6f028b5,2024-03-29 00:00:00,1,gl,1a0a5487
SYNTH_003783,c9649cbf,2024-06-04 00:00:00,0,gl,58a2373b
SYNTH_003784,9c4809e5,2024-07-05 00:00:00,1,gl,88dc9cb3
SYNTH_003785,c270f79d,2024-12-09 00:00:00,1,anonymous,ebafed1b
SYNTH_003786,9178d1fa,2024-05-18 00:00:00,1,anonymous,d1282a62
SYNTH_003787,f871feba,2024-07-19 00:00:00,1,anonymous,a8f35c02
SYNTH_003788,1d49c056,2024-05-02 00:00:00,1,gl,6be1ece3
SYNTH_003789,fe683e5a,2024-02-15 00:00:00,1,gl,a057697c
SYNTH_003790,7269b7e5,2024-01-30 00:00:00,1,gl,d10b442c
SYNTH_003791,1cbe24b5,2024-11-29 00:00:00,1,gl,850d02bc
SYNTH_003792,98f87c54,2024-12-08 00:00:00,1,gl,d2364fb3
SYNTH_003793,2638767b,2024-08-08 00:00:00,1,gl,93ce2f68
SYNTH_003794,e950e779,2024-08-02 00:00:00,1,anonymous,df02a3c2
SYNTH_003795,2c645337,2024-04-30 00:00:00,1,anonymous,a708e0c6
SYNTH_003796,e65e3346,2024-02-26 00:00:00,1,gl,70dedeae
SYNTH_003797,2938b045,2024-08-30 00:00:00,1,anonymous,ae681ae3
SYNTH_003798,00240f72,2024-07-24 00:00:00,1,gl,888f2b32
SYNTH_003799,3dbed08f,2024-03-01 00:00:00,1,gl,cf35621f
SYNTH_003800,3b10fff5,2024-03-04 00:00:00,1,gl,4fa5b74f
SYNTH_003801,cfa7627f,2024-07-01 00:00:00,1,gl,e15bc3d0
SYNTH_003802,e67b5264,2024-11-09 00:00:00,1,anonymous,c1f2e163
SYNTH_003803,4b73b75d,2024-01-16 00:00:00,1,gl,be3b9ebb
SYNTH_003804,98543f92,2024-12-15 00:00:00,0,gl,784a1856
SYNTH_003805,9d98c2d2,2024-07-24 00:00:00,1,gl,1eb49583
SYNTH_003806,76169314,2024-12-10 00:00:00,1,anonymous,9aada787
SYNTH_003807,58cc73fc,2024-11-29 00:00:00,1,anonymous,4e2d6499
SYNTH_003808,8f58a0c8,2024-04-25 00:00:00,1,gl,f268f0e6
SYNTH_003809,103936a1,2024-02-08 00:00:00,1,gl,a4803ce4
SYNTH_003810,77108060,2024-01-23 00:00:00,1,gl,24c74029
SYNTH_003811,a85ca3e4,2024-08-07 00:00:00,1,anonymous,66f49e62
SYNTH_003812,e4541214,2024-12-16 00:00:00,1,gl,5d5bbc2b
SYNTH_003813,6f1e2868,2024-08-22 00:00:00,1,anonymous,3ee9b56d
SYNTH_003814,393f5c56,2024-05-09 00:00:00,1,anonymous,0eb2d05b
SYNTH_003815,b424e556,2024-07-10 00:00:00,1,anonymous,bf1b0eca
SYNTH_003816,2834f9e7,2024-11-05 00:00:00,1,anonymous,a0d44c6b
SYNTH_003817,b80b9026,2024-04-27 00:00:00,1,anonymous,3c92113d
SYNTH_003818,cbe0cc04,2024-10-23 00:00:00,0,gl,c31a683a
SYNTH_003819,4fa3f049,2024-08-31 00:00:00,1,gl,fa2c62fb
SYNTH_003820,f8872e18,2024-02-02 00:00:00,1,anonymous,f10ee76e
SYNTH_003821,ac08672f,2024-11-04 00:00:00,1,anonymous,edb21fbc
SYNTH_003822,8561595c,2024-07-31 00:00:00,1,gl,d05587b0
SYNTH_003823,08f4b2e6,2024-02-01 00:00:00,1,gl,4e8ace0e
SYNTH_003824,01cbbd0f,2024-07-25 00:00:00,1,gl,999e882c
SYNTH_003825,367122c6,2024-11-02 00:00:00,1,anonymous,8927104e
SYNTH_003826,19c36c25,2024-09-28 00:00:00,1,gl,46510f32
SYNTH_003827,b5d8d5a5,2024-11-20 00:00:00,1,gl,e2aa8b4a
SYNTH_003828,c7aa9452,2024-09-30 00:00:00,1,gl,22aa32ea
SYNTH_003829,d147b4e3,2024-12-20 00:00:00,0,gl,0ba03acb
SYNTH_003830,7d0ae6f9,2024-05-25 00:00:00,1,gl,ee0c19c5
SYNTH_003831,9d73d105,2024-10-08 00:00:00,0,gl,72e94745
SYNTH_003832,dd684ff1,2024-12-11 00:00:00,0,anonymous,c898deda
SYNTH_003833,acb32e95,2024-09-02 00:00:00,1,gl,19cbc0fc
SYNTH_003834,2cee85d8,2024-03-20 00:00:00,0,gl,54b9b1d6
SYNTH_003835,7880df12,2024-05-25 00:00:00,1,gl,b6b891f7
SYNTH_003836,c323ac66,2024-05-31 00:00:00,1,gl,66715a8a
SYNTH_003837,3b6b8b01,2024-11-20 00:00:00,1,anonymous,f196dcad
SYNTH_003838,c60d89fb,2024-01-17 00:00:00,0,anonymous,c43d8474
SYNTH_003839,feedb9dc,2024-01-02 00:00:00,1,anonymous,f03d388b
SYNTH_003840,8fb58996,2024-07-18 00:00:00,0,gl,98b78df2
SYNTH_003841,56abe750,2024-10-30 00:00:00,1,anonymous,f89c2f3a
SYNTH_003842,adf2c439,2024-11-20 00:00:00,1,gl,8ed1cf3b
SYNTH_003843,5cafe43d,2024-11-16 00:00:00,1,anonymous,a44ff9fc
SYNTH_003844,e3819680,2024-07-04 00:00:00,1,gl,f369197c
SYNTH_003845,4d8972cd,2024-03-29 00:00:00,1,anonymous,e89b7487
SYNTH_003846,c0d8fce5,2024-11-14 00:00:00,1,anonymous,fb833968
SYNTH_003847,7babff6b,2024-03-13 00:00:00,0,anonymous,3970d26b
SYNTH_003848,5614e5a3,2024-03-30 00:00:00,1,anonymous,4ab727ab
SYNTH_003849,f13439cd,2024-06-06 00:00:00,1,gl,c51a6af4
SYNTH_003850,ee7384fd,2024-08-09 00:00:00,0,gl,91d0d729
SYNTH_003851,6c957d17,2024-11-09 00:00:00,1,anonymous,2c671fcb
SYNTH_003852,40f4cafa,2024-07-29 00:00:00,1,anonymous,bea0086b
SYNTH_003853,4a5ae40f,2024-09-04 00:00:00,1,anonymous,a048120b
SYNTH_003854,e7651c2c,2024-01-16 00:00:00,1,anonymous,56e8097b
SYNTH_003855,de1e9ed3,2024-10-05 00:00:00,1,anonymous,d9f6b8a2
SYNTH_003856,cc40a127,2024-08-29 00:00:00,1,anonymous,a8a7bf82
SYNTH_003857,510c1a77,2024-10-21 00:00:00,1,gl,8acf950f
SYNTH_003858,f250aa3b,2024-06-14 00:00:00,1,gl,48294ff5
SYNTH_003859,281ec3e9,2024-06-18 00:00:00,1,anonymous,176082de
SYNTH_003860,4f700793,2024-03-18 00:00:00,0,anonymous,43f044dc
SYNTH_003861,676e0376,2024-02-17 00:00:00,1,gl,17ded440
SYNTH_003862,11ac5759,2024-02-10 00:00:00,1,gl,9e30ef5f
SYNTH_003863,c6f21c29,2024-01-27 00:00:00,1,gl,c0c3f7e0
SYNTH_003864,2028c4b3,2024-03-17 00:00:00,0,gl,8457d3dd
SYNTH_003865,780e716b,2024-04-29 00:00:00,1,anonymous,a8cad10c
SYNTH_003866,cdcc5dce,2024-12-11 00:00:00,0,anonymous,c8f0969a
SYNTH_003867,409ef22c,2024-07-05 00:00:00,1,anonymous,c5a9446b
SYNTH_003868,c0bb7e71,2024-06-27 00:00:00,1,anonymous,11c28658
SYNTH_003869,7ca75945,2024-10-28 00:00:00,1,gl,3a07501f
SYNTH_003870,4d720c0e,2024-05-15 00:00:00,1,anonymous,87443e1f
SYNTH_003871,7ecf519d,2024-01-10 00:00:00,1,anonymous,b0547276
SYNTH_003872,1a8a526c,2024-10-09 00:00:00,1,gl,1efa92a7
SYNTH_003873,806d1319,2024-09-11 00:00:00,1,anonymous,4dfe3c80
SYNTH_003874,65a5b9a0,2024-12-29 00:00:00,0,gl,e878b1eb
SYNTH_003875,aba3c17b,2024-11-19 00:00:00,1,anonymous,02648ea5
SYNTH_003876,8924a375,2024-10-04 00:00:00,0,anonymous,72b3fe6a
SYNTH_003877,4859874f,2024-11-29 00:00:00,1,gl,15f4cb4c
SYNTH_003878,6f1aa892,2024-01-11 00:00:00,1,anonymous,ca4f6694
SYNTH_003879,3f3fd588,2024-03-22 00:00:00,0,anonymous,8b3070dd
SYNTH_003880,d4222d7e,2024-09-15 00:00:00,1,gl,935d4fe8
SYNTH_003881,72960140,2024-04-02 00:00:00,1,gl,febb391a
SYNTH_003882,98bbf90d,2024-12-24 00:00:00,1,gl,292d49a6
SYNTH_003883,20b886f6,2024-09-06 00:00:00,1,gl,86397943
SYNTH_003884,7fea1947,2024-03-31 00:00:00,1,anonymous,0ed3da3c
SYNTH_003885,440be3c4,2024-05-07 00:00:00,1,anonymous,12816ca0
SYNTH_003886,8bccd5d3,2024-10-14 00:00:00,1,anonymous,f5d3934b
SYNTH_003887,d25f549e,2024-03-31 00:00:00,1,anonymous,90f74b93
SYNTH_003888,28bc5851,2024-01-02 00:00:00,0,anonymous,17c7896d
SYNTH_003889,a4c9f2b2,2024-01-16 00:00:00,0,gl,e834e1da
SYNTH_003890,25ba1f11,2024-04-20 00:00:00,0,anonymous,9850f476
SYNTH_003891,048eaa6a,2024-01-27 00:00:00,0,gl,b51cbad3
SYNTH_003892,c49a6e0a,2024-11-06 00:00:00,0,anonymous,2ca39824
SYNTH_003893,4d6e8436,2024-05-05 00:00:00,0,anonymous,4da828e7
SYNTH_003894,e2261e57,2024-03-21 00:00:00,1,gl,691a0694
SYNTH_003895,85fea7f8,2024-09-25 00:00:00,1,anonymous,e17d3611
SYNTH_003896,44c58f17,2024-04-06 00:00:00,0,gl,cf5d0b0c
SYNTH_003897,2711db76,2024-02-19 00:00:00,1,gl,547b87cb
SYNTH_003898,7a2943d7,2024-11-23 00:00:00,0,anonymous,6a0561b3
SYNTH_003899,ffb96d33,2024-03-21 00:00:00,1,anonymous,7f469096
SYNTH_003900,8a5c7d7f,2024-12-29 00:00:00,1,anonymous,3df4b29b
SYNTH_003901,8dfbc6fd,2024-02-02 00:00:00,1,gl,3eaea996
SYNTH_003902,0a84282b,2024-10-27 00:00:00,1,anonymous,b9fe81b5
SYNTH_003903,d65e5621,2024-03-02 00:00:00,1,gl,6d7b9033
SYNTH_003904,66c661c2,2024-06-27 00:00:00,1,anonymous,354f1c86
SYNTH_003905,f8c9110e,2024-11-22 00:00:00,1,anonymous,7723ff23
SYNTH_003906,65b82f54,2024-10-21 00:00:00,0,gl,edd5dd38
SYNTH_003907,d8fada09,2024-08-05 00:00:00,0,anonymous,792b84eb
SYNTH_003908,ca743c1a,2024-11-07 00:00:00,1,anonymous,52ddf2b2
SYNTH_003909,3b057e7e,2024-04-30 00:00:00,1,gl,e17638b6
SYNTH_003910,cb0430db,2024-07-16 00:00:00,0,gl,239326b1
SYNTH_003911,e30c1721,2024-01-21 00:00:00,1,gl,0ee23962
SYNTH_003912,9d6a968e,2024-07-22 00:00:00,1,anonymous,a4baf244
SYNTH_003913,d03eab90,2024-02-13 00:00:00,1,gl,9a1fa5cb
SYNTH_003914,78f49cd3,2024-01-08 00:00:00,1,gl,fcfc4a6b
SYNTH_003915,578ab020,2024-11-13 00:00:00,1,gl,f90fcc25
SYNTH_003916,88dd32af,2024-06-20 00:00:00,1,gl,1a700394
SYNTH_003917,17041549,2024-06-09 00:00:00,1,gl,5d7c4938
SYNTH_003918,c43ea6c3,2024-04-06 00:00:00,1,anonymous,5f656d90
SYNTH_003919,f396f0c5,2024-05-27 00:00:00,1,gl,beecf9da
SYNTH_003920,1a66befc,2024-10-28 00:00:00,1,gl,e9afda78
SYNTH_003921,fe204c3c,2024-01-25 00:00:00,1,gl,d1d2f64f
SYNTH_003922,ccd59e25,2024-10-04 00:00:00,1,gl,86950e75
SYNTH_003923,d2c065a0,2024-02-17 00:00:00,1,gl,0e042864
SYNTH_003924,a20121c0,2024-07-19 00:00:00,1,anonymous,dacb14a0
SYNTH_003925,e8e69cba,2024-03-05 00:00:00,1,anonymous,1d26d086
SYNTH_003926,6eb1f7c3,2024-07-18 00:00:00,1,anonymous,2ca16157
SYNTH_003927,b1b3024e,2024-12-16 00:00:00,1,anonymous,39b77071
SYNTH_003928,d4c993bd,2024-06-13 00:00:00,1,anonymous,1204c016
SYNTH_003929,1d213163,2024-02-05 00:00:00,1,gl,ebd6714c
SYNTH_003930,0da9e4f0,2024-03-09 00:00:00,1,gl,ea56111e
SYNTH_003931,b2341306,2024-02-10 00:00:00,1,anonymous,62ab50aa
SYNTH_003932,b9d4bdcd,2024-11-27 00:00:00,1,anonymous,30adb4f6
SYNTH_003933,12ece3b8,2024-09-12 00:00:00,1,anonymous,a9f08e31
SYNTH_003934,b71a9279,2024-12-01 00:00:00,1,anonymous,89223b28
SYNTH_003935,45612922,2024-10-23 00:00:00,0,gl,a80b5ac5
SYNTH_003936,708dbf0d,2024-10-28 00:00:00,0,gl,e67eb335
SYNTH_003937,498d808c,2024-02-12 00:00:00,1,gl,efcebfe4
SYNTH_003938,645fbe83,2024-04-08 00:00:00,1,anonymous,8ad565fc
SYNTH_003939,a795bcaf,2024-06-07 00:00:00,0,anonymous,448cc94e
SYNTH_003940,c4f94b4e,2024-12-25 00:00:00,1,anonymous,d6a943a8
SYNTH_003941,8b7da97f,2024-09-16 00:00:00,1,gl,0a27aa08
SYNTH_003942,c10823d8,2024-10-08 00:00:00,1,anonymous,e9dbba54
SYNTH_003943,429f18d0,2024-01-08 00:00:00,1,gl,679d92a3
SYNTH_003944,91b6666d,2024-09-29 00:00:00,1,anonymous,d96dbb15
SYNTH_003945,6d29ce70,2024-05-18 00:00:00,1,gl,ed66c9b4
SYNTH_003946,7a40a55a,2024-11-28 00:00:00,1,gl,cc843c8d
SYNTH_003947,fe1e81db,2024-01-30 00:00:00,0,gl,d45219ac
SYNTH_003948,689f3c10,2024-05-02 00:00:00,0,gl,c83f62da
SYNTH_003949,429f18d0,2024-12-09 00:00:00,1,anonymous,587b9c7b
SYNTH_003950,f8c9110e,2024-11-03 00:00:00,1,gl,85d8c31f
SYNTH_003951,89eac81d,2024-07-21 00:00:00,1,anonymous,d065dd5c
SYNTH_003952,f3cca8af,2024-10-14 00:00:00,0,anonymous,97e4f23e
SYNTH_003953,c3c08856,2024-10-07 00:00:00,1,gl,f024e374
SYNTH_003954,e755c09e,2024-03-25 00:00:00,1,gl,6a99492b
SYNTH_003955,c7382f50,2024-07-27 00:00:00,1,anonymous,f8c75a2f
SYNTH_003956,60eba263,2024-06-04 00:00:00,1,anonymous,0436939a
SYNTH_003957,51963b37,2024-06-08 00:00:00,1,gl,0ef94f4e
SYNTH_003958,0afb8580,2024-03-30 00:00:00,0,anonymous,5b955dfe
SYNTH_003959,bda8f79e,2024-07-18 00:00:00,1,gl,47f869fd
SYNTH_003960,0c323593,2024-08-29 00:00:00,0,anonymous,64ea99f5
SYNTH_003961,31a1c0f2,2024-08-11 00:00:00,1,anonymous,93072882
SYNTH_003962,38e1f8f2,2024-10-29 00:00:00,1,gl,cf9dd446
SYNTH_003963,0fc8b779,2024-04-22 00:00:00,1,anonymous,08639408
SYNTH_003964,9cc140cb,2024-08-27 00:00:00,0,gl,079fc7a3
SYNTH_003965,59d75564,2024-07-29 00:00:00,1,gl,ebb9a480
SYNTH_003966,499f8e72,2024-11-12 00:00:00,1,anonymous,d3adb462
SYNTH_003967,9c4809e5,2024-03-11 00:00:00,0,gl,337dd54d
SYNTH_003968,c748ce0b,2024-08-28 00:00:00,1,anonymous,ca046721
SYNTH_003969,42b37554,2024-06-14 00:00:00,0,anonymous,1a6bcc7c
SYNTH_003970,a90c7f42,2024-10-04 00:00:00,0,gl,0f60a2a0
SYNTH_003971,bf57dbda,2024-12-20 00:00:00,1,anonymous,dc542f67
SYNTH_003972,7a5e7134,2024-11-30 00:00:00,1,anonymous,f777376b
SYNTH_003973,e700a48c,2024-12-06 00:00:00,1,gl,95910a7f
SYNTH_003974,71ea28e4,2024-01-17 00:00:00,1,gl,4a432c18
SYNTH_003975,efbf2427,2024-06-12 00:00:00,1,anonymous,bf16ba82
SYNTH_003976,fb3cb66c,2024-07-03 00:00:00,0,anonymous,c7cefc77
SYNTH_003977,1a253bbf,2024-03-06 00:00:00,1,anonymous,f494bb3b
SYNTH_003978,416b9864,2024-06-20 00:00:00,1,gl,f5a15315
SYNTH_003979,1a253bbf,2024-03-12 00:00:00,1,gl,0f8fcc45
SYNTH_003980,dadd2309,2024-12-30 00:00:00,1,gl,7e45ce5c
SYNTH_003981,60ab242e,2024-02-03 00:00:00,1,anonymous,cfe79138
SYNTH_003982,7525d993,2024-02-25 00:00:00,1,gl,a678cfe9
SYNTH_003983,21548e3d,2024-11-04 00:00:00,1,gl,1228c958
SYNTH_003984,901cb614,2024-07-19 00:00:00,1,anonymous,6bc03424
SYNTH_003985,ddb2fc7a,2024-01-16 00:00:00,1,anonymous,b5bcb6f9
SYNTH_003986,54c586df,2024-05-02 00:00:00,0,anonymous,f5c5558e
SYNTH_003987,a85ca3e4,2024-07-21 00:00:00,1,anonymous,2504cb23
SYNTH_003988,b9e246e1,2024-02-14 00:00:00,1,gl,1ab7b660
SYNTH_003989,5f3a500c,2024-03-22 00:00:00,1,gl,69c91336
SYNTH_003990,35f7692e,2024-12-09 00:00:00,0,anonymous,c603377d
SYNTH_003991,51916a6e,2024-10-27 00:00:00,1,gl,fe494e58
SYNTH_003992,3551776c,2024-06-22 00:00:00,1,anonymous,b7365948
SYNTH_003993,d98dd964,2024-06-30 00:00:00,0,gl,7e9e8ced
SYNTH_003994,f35e06bc,2024-04-18 00:00:00,1,gl,dd02148e
SYNTH_003995,df4c7449,2024-08-04 00:00:00,1,gl,f178be2e
SYNTH_003996,daa7c5f1,2024-02-03 00:00:00,1,gl,a74d9847
SYNTH_003997,98c7d4f6,2024-11-02 00:00:00,1,anonymous,5b0af00d
SYNTH_003998,7cd68f08,2024-09-24 00:00:00,1,gl,c9c22797
SYNTH_003999,a2bd4fb6,2024-12-16 00:00:00,1,gl,b0739de4
SYNTH_004000,08713e1d,2024-10-08 00:00:00,0,gl,9b2519dc
SYNTH_004001,5f7a73e6,2024-03-25 00:00:00,1,gl,31f30998
SYNTH_004002,d9cd3345,2024-05-16 00:00:00,1,gl,cfa5d568
SYNTH_004003,4ebab606,2024-12-06 00:00:00,0,gl,a0a019b1
SYNTH_004004,080044a9,2024-03-13 00:00:00,1,gl,f8234dc1
SYNTH_004005,0a71d2c6,2024-01-24 00:00:00,1,anonymous,8c4b0041
SYNTH_004006,4cf9922a,2024-08-08 00:00:00,1,anonymous,c82d5751
SYNTH_004007,90690b8c,2024-03-04 00:00:00,1,anonymous,2600ed28
SYNTH_004008,9b4ae8b1,2024-02-11 00:00:00,1,gl,a78e381e
SYNTH_004009,43a03f61,2024-07-23 00:00:00,1,gl,8d355039
SYNTH_004010,be5d4fbe,2024-07-12 00:00:00,0,gl,b84cce7b
SYNTH_004011,35c05696,2024-03-27 00:00:00,1,anonymous,63bc301a
SYNTH_004012,dad4b477,2024-04-21 00:00:00,1,gl,ac355e22
SYNTH_004013,45612922,2024-07-17 00:00:00,1,anonymous,dcb5f585
SYNTH_004014,05c2c1b7,2024-02-15 00:00:00,1,gl,47e2d394
SYNTH_004015,cff0fef1,2024-07-17 00:00:00,1,gl,37fae1ef
SYNTH_004016,547ccd63,2024-11-22 00:00:00,1,anonymous,b542e38e
SYNTH_004017,75b6cf3a,2024-09-12 00:00:00,1,anonymous,e05ba759
SYNTH_004018,c2ce3629,2024-11-07 00:00:00,1,gl,553d8679
SYNTH_004019,ea797e64,2024-07-11 00:00:00,1,anonymous,1f59ac44
SYNTH_004020,7518abbb,2024-05-20 00:00:00,0,gl,c1b2ad11
SYNTH_004021,d6d076b3,2024-05-06 00:00:00,1,anonymous,08722c4a
SYNTH_004022,2e866bbd,2024-03-07 00:00:00,1,anonymous,f701c17b
SYNTH_004023,07ac4d05,2024-09-08 00:00:00,1,gl,fbdbad34
SYNTH_004024,fdf933da,2024-10-21 00:00:00,1,gl,8014b9a4
SYNTH_004025,897b1945,2024-03-08 00:00:00,1,anonymous,c7ed9ab3
SYNTH_004026,499f8e72,2024-01-18 00:00:00,1,gl,8be29ce2
SYNTH_004027,bbcfdd8e,2024-09-10 00:00:00,0,gl,4a08a93f
SYNTH_004028,abc2f46f,2024-08-27 00:00:00,1,anonymous,53c4ddcd
SYNTH_004029,b8fa60b1,2024-02-03 00:00:00,1,anonymous,edb38891
SYNTH_004030,cdcc5dce,2024-05-09 00:00:00,1,gl,879933c7
SYNTH_004031,b727fce4,2024-11-07 00:00:00,1,gl,b3f3ad11
SYNTH_004032,03cc00f1,2024-10-23 00:00:00,1,gl,8a12f1d1
SYNTH_004033,e2de252d,2024-03-22 00:00:00,1,anonymous,1ba249c0
SYNTH_004034,03159a2c,2024-10-01 00:00:00,1,anonymous,20229a3b
SYNTH_004035,35f7692e,2024-08-21 00:00:00,1,gl,1596a8fa
