respondent_id,company_id,dimension_id,dimension,construct_id,construct,score,industry_synthetic,country_synthetic,continent_synthetic,role_synthetic
318a6f0c,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,28,Confidence/Authority,4.457293729372937,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,29,Ethical AI Framework,4.441518151815181,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,30,Bias and Fairness,4.009141914191419,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,31,Transparency and Explainability,6.128811881188119,Technology,United States,Africa,Leadership
318a6f0c,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,32,Data Privacy and Security,6.996204620462046,Technology,United States,Africa,Leadership
4942ce7b,550e8400-e29b-41d4-a716-446655440001,1,Strategy and Vision,1,Alignment with Business Goals,3.968996415770609,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,1,Strategy and Vision,2,Leadership Commitment,4.640250896057348,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,1,Strategy and Vision,3,Long-Term Vision,2.939068100358423,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,1,Strategy and Vision,4,Resource Allocation,4.149247311827957,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,2,Data,5,Data Quality,3.5867025089605735,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,2,Data,6,Data Accessibility,3.9098207885304657,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,2,Data,7,Data Governance Framework,4.43089605734767,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,2,Data,8,Data Integration,3.7655197132616487,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,3,Technology,9,AI Tools and Platforms,5.05089605734767,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,3,Technology,10,Scalability,5.084982078853047,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,3,Technology,11,Cloud vs. On-Premises Solutions,4.232903225806452,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,3,Technology,12,Integration and Optimization,3.9727956989247315,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,4,Talent and Skills,13,AI Skills and Expertise,4.6725448028673835,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,4,Talent and Skills,14,Training and Development,4.106487455197133,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,4,Talent and Skills,15,Recruitment and Team Formation,3.166810035842294,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,4,Talent and Skills,16,Cross-Functional Collaboration,4.268028673835126,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,5,Organisation and Processes,17,AI Governance and Structure,3.1754121863799285,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,5,Organisation and Processes,18,Process Integration and Optimization,2.5385663082437278,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,5,Organisation and Processes,19,Change Management,5.287168458781362,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.395232974910394,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,6,Innovation,21,Prototyping and Experimentation,4.7575985663082445,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,6,Innovation,22,Products and Services,3.660322580645161,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,6,Innovation,23,Speed of Implementation,3.16752688172043,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,6,Innovation,24,Innovation Culture and Leadership,4.639964157706093,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,7,Adaptation & Adoption,25,Tooldropping,4.298064516129033,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,7,Adaptation & Adoption,26,Jobs,4.0532258064516125,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,7,Adaptation & Adoption,27,Engagement,3.416989247311828,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,7,Adaptation & Adoption,28,Confidence/Authority,4.2572401433691756,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,8,Ethics and Responsibility,29,Ethical AI Framework,4.3153763440860216,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,8,Ethics and Responsibility,30,Bias and Fairness,3.8546594982078854,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,8,Ethics and Responsibility,31,Transparency and Explainability,5.656308243727598,Financial Services,Netherlands,Europe,IT & Data
4942ce7b,550e8400-e29b-41d4-a716-446655440001,8,Ethics and Responsibility,32,Data Privacy and Security,6.737025089605735,Financial Services,Netherlands,Europe,IT & Data
625f4354,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,1,Alignment with Business Goals,4.015348837209302,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,2,Leadership Commitment,4.445049833887043,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,3,Long-Term Vision,2.7943189368770764,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,4,Resource Allocation,4.38641196013289,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,2,Data,5,Data Quality,3.6607308970099672,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,2,Data,6,Data Accessibility,4.0712292358803985,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,2,Data,7,Data Governance Framework,4.365083056478405,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,2,Data,8,Data Integration,3.757275747508306,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,3,Technology,9,AI Tools and Platforms,5.346179401993355,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,3,Technology,10,Scalability,5.264651162790698,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,3,Technology,11,Cloud vs. On-Premises Solutions,4.339568106312292,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,3,Technology,12,Integration and Optimization,3.7875415282392026,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,13,AI Skills and Expertise,4.853023255813953,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,14,Training and Development,4.06641196013289,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,15,Recruitment and Team Formation,3.2037873754152826,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,16,Cross-Functional Collaboration,4.121461794019933,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,17,AI Governance and Structure,3.106212624584718,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,18,Process Integration and Optimization,2.6291029900332226,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,19,Change Management,5.465647840531561,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.481528239202658,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,6,Innovation,21,Prototyping and Experimentation,5.1168438538205985,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,6,Innovation,22,Products and Services,3.880996677740864,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,6,Innovation,23,Speed of Implementation,3.261395348837209,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,6,Innovation,24,Innovation Culture and Leadership,4.6600332225913625,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,25,Tooldropping,4.461960132890365,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,26,Jobs,3.9848504983388704,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,27,Engagement,3.7874750830564783,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,28,Confidence/Authority,4.352225913621262,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,29,Ethical AI Framework,4.23953488372093,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,30,Bias and Fairness,4.143056478405315,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,31,Transparency and Explainability,6.214086378737542,Education,United Kingdom,South America,Strategy & Policy
625f4354,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,32,Data Privacy and Security,6.900431893687708,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,1,Alignment with Business Goals,3.9489597315436242,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,2,Leadership Commitment,4.582013422818792,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,3,Long-Term Vision,2.9221476510067115,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,4,Resource Allocation,4.321610738255034,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,2,Data,5,Data Quality,3.7293288590604026,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,2,Data,6,Data Accessibility,4.142248322147651,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,2,Data,7,Data Governance Framework,4.401912751677853,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,2,Data,8,Data Integration,3.7769127516778522,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,3,Technology,9,AI Tools and Platforms,5.276241610738255,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,3,Technology,10,Scalability,5.17010067114094,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,3,Technology,11,Cloud vs. On-Premises Solutions,4.236342281879195,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,3,Technology,12,Integration and Optimization,3.9207046979865767,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,13,AI Skills and Expertise,4.933724832214765,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,14,Training and Development,4.253456375838926,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,15,Recruitment and Team Formation,3.2811073825503354,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,16,Cross-Functional Collaboration,4.096476510067114,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,17,AI Governance and Structure,3.2171140939597316,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,18,Process Integration and Optimization,2.6381208053691276,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,19,Change Management,5.484429530201342,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.451442953020134,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,6,Innovation,21,Prototyping and Experimentation,5.12258389261745,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,6,Innovation,22,Products and Services,3.8842953020134225,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,6,Innovation,23,Speed of Implementation,3.22996644295302,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,6,Innovation,24,Innovation Culture and Leadership,4.956644295302013,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,25,Tooldropping,4.266845637583892,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,26,Jobs,4.1495973154362416,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,27,Engagement,3.709194630872483,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,28,Confidence/Authority,4.550570469798657,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,29,Ethical AI Framework,4.22486577181208,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,30,Bias and Fairness,4.043959731543624,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,31,Transparency and Explainability,5.9705033557046985,Education,United Kingdom,South America,Strategy & Policy
727de8da,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,32,Data Privacy and Security,6.913859060402684,Education,United Kingdom,South America,Strategy & Policy
75bec41c,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,1,Alignment with Business Goals,4.19844696969697,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,2,Leadership Commitment,4.564128787878788,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,3,Long-Term Vision,2.8918939393939396,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,4,Resource Allocation,4.095681818181818,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,2,Data,5,Data Quality,3.3656439393939395,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,2,Data,6,Data Accessibility,4.263863636363637,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,2,Data,7,Data Governance Framework,4.181325757575757,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,2,Data,8,Data Integration,3.6604924242424244,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,3,Technology,9,AI Tools and Platforms,4.952272727272728,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,3,Technology,10,Scalability,4.843560606060606,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,3,Technology,11,Cloud vs. On-Premises Solutions,4.288106060606061,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,3,Technology,12,Integration and Optimization,3.799810606060606,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,13,AI Skills and Expertise,4.418181818181819,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,14,Training and Development,3.629848484848485,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,15,Recruitment and Team Formation,3.3126136363636363,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,16,Cross-Functional Collaboration,4.050416666666666,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,17,AI Governance and Structure,3.0349242424242426,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,18,Process Integration and Optimization,2.653257575757576,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,19,Change Management,5.203333333333333,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.090340909090909,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,6,Innovation,21,Prototyping and Experimentation,4.641022727272727,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,6,Innovation,22,Products and Services,4.040227272727273,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,6,Innovation,23,Speed of Implementation,3.0843560606060607,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,6,Innovation,24,Innovation Culture and Leadership,4.668257575757576,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,25,Tooldropping,4.3118181818181816,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,26,Jobs,3.9941666666666666,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,27,Engagement,3.4895454545454547,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,7,Adaptation & Adoption,28,Confidence/Authority,4.003636363636364,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,29,Ethical AI Framework,4.294318181818182,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,30,Bias and Fairness,3.9140151515151516,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,31,Transparency and Explainability,5.7509848484848485,Financial Services,Netherlands,Europe,Leadership
75bec41c,550e8400-e29b-41d4-a716-446655440003,8,Ethics and Responsibility,32,Data Privacy and Security,6.806590909090909,Financial Services,Netherlands,Europe,Leadership
7825ec1c,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,1,Alignment with Business Goals,3.945191082802548,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,2,Leadership Commitment,4.361528662420382,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,3,Long-Term Vision,2.9590127388535032,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,1,Strategy and Vision,4,Resource Allocation,4.269490445859872,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,2,Data,5,Data Quality,3.575796178343949,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,2,Data,6,Data Accessibility,4.246464968152867,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,2,Data,7,Data Governance Framework,4.224585987261147,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,2,Data,8,Data Integration,3.7078980891719744,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,3,Technology,9,AI Tools and Platforms,5.1622611464968156,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,3,Technology,10,Scalability,4.885891719745223,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,3,Technology,11,Cloud vs. On-Premises Solutions,4.345095541401274,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,3,Technology,12,Integration and Optimization,3.9257006369426755,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,13,AI Skills and Expertise,4.8183439490445865,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,14,Training and Development,4.050923566878981,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,15,Recruitment and Team Formation,3.374904458598726,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,4,Talent and Skills,16,Cross-Functional Collaboration,4.149649681528662,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,17,AI Governance and Structure,3.105828025477707,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,18,Process Integration and Optimization,2.670286624203822,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,19,Change Management,5.614999999999999,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,5,Organisation and Processes,20,AI-Driven Decision Optimization,4.356114649681529,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,6,Innovation,21,Prototyping and Experimentation,5.010955414012739,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,6,Innovation,22,Products and Services,3.89452229299363,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,6,Innovation,23,Speed of Implementation,3.1488535031847134,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,6,Innovation,24,Innovation Culture and Leadership,4.8564331210191085,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,25,Tooldropping,4.1996815286624205,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,26,Jobs,4.099968152866242,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,27,Engagement,3.7185031847133754,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,7,Adaptation & Adoption,28,Confidence/Authority,4.3011783439490445,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,29,Ethical AI Framework,4.256019108280255,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,30,Bias and Fairness,4.0354458598726115,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,31,Transparency and Explainability,5.791433121019108,Education,United Kingdom,South America,Strategy & Policy
7825ec1c,550e8400-e29b-41d4-a716-446655440002,8,Ethics and Responsibility,32,Data Privacy and Security,7.0962738853503184,Education,United Kingdom,South America,Strategy & Policy
794f3cc7,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,1,Alignment with Business Goals,4.07768456375839,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,2,Leadership Commitment,4.674597315436242,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,3,Long-Term Vision,2.8968456375838927,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,1,Strategy and Vision,4,Resource Allocation,4.51251677852349,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,2,Data,5,Data Quality,3.794496644295302,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,2,Data,6,Data Accessibility,4.223557046979866,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,2,Data,7,Data Governance Framework,4.5611409395973155,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,2,Data,8,Data Integration,3.966308724832215,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,3,Technology,9,AI Tools and Platforms,5.383288590604027,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,3,Technology,10,Scalability,5.217986577181208,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,3,Technology,11,Cloud vs. On-Premises Solutions,4.379093959731544,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,3,Technology,12,Integration and Optimization,3.9409060402684566,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,13,AI Skills and Expertise,5.053020134228188,Manufacturing,France,Asia,IT & Data
794f3cc7,550e8400-e29b-41d4-a716-446655440003,4,Talent and Skills,14,Training and Development,4.193322147651006,Manufacturing,France,Asia,IT & Data
